"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","target"
16375,2015,1,12,6,114,114,17,58,2,-6,1028,-11.5,0,"NNW",1.6,3000
13576,2014,9,17,15,96,120,5,55,83,22.7,1010.3,11.4,0,"SE",1.9,900
16949,2015,2,5,4,13,13,2,17,62,-1,1032,-14.9,0,"NW",2.4,500
11282,2014,6,14,1,19,24,2,67,54,19.2,1003.5,18.2,0,"S",0.5,700
9992,2014,4,21,7,67,93,10,84,3,15.4,1013.7,0,0,"NNE",2.3,800
27601,2016,4,24,0,26,46,5,65,19,13.5,1008.7,-1.3,0,"WSW",1.1,500
34846,2017,2,19,21,11,97,2,15,74,3.6,1015.4,-20.7,0,"NNW",4.8,200
34930,2017,2,23,9,8,24,10,29,54,3.3,1027.4,-12.7,0,"NNW",1.8,700
10338,2014,5,5,17,28,44,4,24,116,19.2,1007.7,-5.7,0,"SW",3.6,300
16941,2015,2,4,20,12,24,2,9,78,2,1026,-15.5,0,"NNW",3.5,200
5864,2013,10,31,7,112,131,10,81,1,4.3,1023.2,3.4,0,"NE",1.1,1400
2025,2013,5,24,8,198,280,62,102,43,25.7,1006.7,13.9,0,"N",2,2700
12970,2014,8,23,9,135,190,3,81,24,28.2,1000.7,22,0,"NE",0.8,1000
27779,2016,5,1,10,203,203,54,47,124,22.5,997.2,14.1,0,"ESE",2,3200
16056,2014,12,29,23,143,208,29,128,12,-2,1009,-9.8,0,"N",0,4500
2807,2013,6,25,22,159,120,19,64,17,21.9,995.9,21.4,0,"N",0,2899
3005,2013,7,4,4,23,85,8,83,7,24.2,990.2,20.3,0,"N",2,700
11056,2014,6,4,15,45,77,10,21,211,27.4,998.5,14.8,0,"SSW",1.7,900
11624,2014,6,28,7,17,40,2,35,34,25.8,998.6,13.6,0,"ENE",2.4,400
4521,2013,9,5,8,9,7,1,17,39,19.5,1006,16.7,0,"NW",0.5,400
9830,2014,4,14,13,280,300,49,97,150,24.5,1010.9,11.4,0,"SSW",2.5,2300
30438,2016,8,20,5,59,78,2,61,12,23.3,1005,21.4,0,"E",0.8,1300
27955,2016,5,8,18,55,112,12,22,161,24.2,1005.3,8.6,0,"S",4.3,800
8123,2014,2,2,10,35,73,15,17,59,8.8,1009.3,-12.4,0,"NNE",4.1,600
13482,2014,9,13,17,47,47,9,13,169,25.6,1003.2,11.7,0,"SE",3.2,600
32630,2016,11,19,13,29,29,2,14,57,12.6,1009,-3.3,0,"SSE",2,400
8423,2014,2,14,22,770,777,123,142,11,-3.6,1016.9,-6.1,0,"W",0.6,5100
31809,2016,10,16,8,100,100,2,70,2,14.7,1015.6,13.6,0,"ESE",1.1,1000
13085,2014,8,28,4,97,203,16,130,20,23.3,1009.7,16.6,0,"ENE",1.8,1300
18099,2015,3,25,2,121,121,28,90,2,5.2,1026.7,-0.8,0,"ENE",1.2,1500
34824,2017,2,18,23,148,183,46,125,3,3.9,1010.9,-7.9,0,"SE",1.9,1000
16993,2015,2,7,0,102,120,47,109,2,3,1015,-13.3,0,"NE",1.6,2500
32797,2016,11,26,12,195,358,28,101,8,7.9,1010.5,-13.1,0,"WNW",4.7,2500
15177,2014,11,23,8,68,129,4,60,4,1,1023,-0.3,0,"SE",0.2,2400
9645,2014,4,6,20,61,152,11,32,92,18.4,1004.6,-3.1,0,"ENE",2.1,500
23707,2015,11,13,18,229,229,20,98,4,7.3,1015.9,4.8,0,"NNE",1,3200
20717,2015,7,12,4,112,158,19,52,51,24.6,999.2,20.9,0,"ENE",0.5,1100
9552,2014,4,2,23,93,164,17,49,55,13.5,1014,2.1,0,"SW",0.9,700
14902,2014,11,11,21,9,62,5,22,41,10.1,1021,-10.7,0,"N",4.5,300
2644,2013,6,19,3,43,40,4,70,77,22,995.6,19,0,"E",0,1500
10977,2014,6,1,8,41,41,3,52,65,23.4,1001.9,17.6,0,"NE",2,500
22795,2015,10,6,18,176,176,10,27,162,22.2,1006,15.3,0,"ENE",0.8,1400
22468,2015,9,23,3,19,19,2,32,19,15.5,1002.2,14.7,0,"NW",0.2,500
20870,2015,7,18,13,47,47,2,35,94,26.4,1002.3,20.7,0,"ESE",2,900
30782,2016,9,3,13,16,16,3,25,75,30.4,1002.9,14.9,0,"SSW",1.5,400
19464,2015,5,20,23,26,56,5,58,68,22.5,1010,4,0,"W",1.1,400
1501,2013,5,2,12,58,64,34,39,118,23.5,1005.9,4.4,0,"SE",2.9,700
30591,2016,8,26,14,3,6,2,18,75,29,1012,6.4,0,"NNW",1.4,200
31834,2016,10,17,9,78,78,2,48,10,16.1,1018.6,9.5,0,"ENE",1.6,700
6541,2013,11,28,12,8,34,4,20,56,4.2,1021.4,-26,0,"WNW",5.5,500
17505,2015,2,28,8,77,84,6,50,2,-1,1022,-2.6,0.1,"WNW",1.3,900
5517,2013,10,16,20,92,121,4,88,20,11.9,1020.5,2.6,0,"SW",1.1,1100
26081,2016,2,20,16,10,17,4,14,88,5.2,1020.6,-21.1,0,"NW",1.6,100
17189,2015,2,15,4,304,304,52,108,16,-1,1014,-8.2,0,"NNE",1.4,3500
3384,2013,7,19,23,17,17,3,3,56,24.3,994.6,19.1,0,"NNW",0.4,500
23102,2015,10,19,13,55,117,9,34,53,17.6,1006.9,7.3,0,"SSE",2.1,500
17043,2015,2,9,2,158,158,28,77,9,-8,1029,-20.2,0,"WSW",0.6,3500
2121,2013,5,28,8,54,55,3,52,2,18.2,999,17,0.3,"SSE",0.6,1200
21194,2015,8,1,1,66,89,2,43,22,25.2,1003.8,22.1,0,"E",1.2,900
29213,2016,6,30,4,96,96,2,14,34,22.4,995.3,19.6,0,"SSW",1.8,600
20357,2015,6,27,4,43,43,2,42,39,21.4,999.1,19.1,0,"NW",0.9,800
15253,2014,11,26,12,260,297,52,118,13,7,1020,-0.5,0,"SSE",1.1,3200
15812,2014,12,19,19,8,37,2,25,52,0,1023,-18.2,0,"N",2.5,300
32434,2016,11,11,9,141,150,7,70,2,4.2,1011.2,0.2,0,"NE",1,2300
23688,2015,11,12,23,201,201,6,58,2,6.8,1023,4.6,0,"SSE",1.3,2700
24306,2015,12,8,17,209,209,20,80,14,1.4,1019.3,-1.3,0,"ESE",0.7,3000
16423,2015,1,14,6,165,165,68,105,2,-3.1,1026.7,-9.4,0,"NNE",1.5,2500
14631,2014,10,31,14,131,158,21,85,14,14,1010.1,10,0,"SE",1.1,3000
16234,2015,1,6,9,11,16,25,51,23,-1,1028,-21.8,0,"NE",1.6,600
25481,2016,1,26,16,18,35,6,21,62,1.4,1023.3,-21.8,0,"W",5.1,300
23758,2015,11,15,21,154,154,19,49,24,9.9,1014.7,3.2,0,"SSE",2.9,2300
6754,2013,12,7,9,102,97,53,66,1,2.9,1015.8,-5,0,"ENE",1,1900
7050,2013,12,19,17,58,105,45,86,1,-2.3,1023.9,-15,0,"SSW",1.2,1400
29385,2016,7,7,8,118,224,6,75,58,26.4,1005,19.5,0,"NE",1.3,1500
26939,2016,3,27,10,25,73,4,23,35,15.6,1011.9,-11,0,"SE",1.9,400
20925,2015,7,20,20,97,97,2,15,83,26.8,996.7,21.6,0,"E",1.7,500
11501,2014,6,23,4,11,9,2,7,56,17.6,1000.7,14.1,0,"NNW",1.1,100
27427,2016,4,16,18,7,32,2,7,88,17.4,1004.1,-5.2,0,"NW",5,200
10430,2014,5,9,13,68,85,38,47,76,17.1,1006,6,0,"ESE",2.2,1600
29748,2016,7,22,11,92,92,2,30,119,29.3,997.1,24,0,"ESE",1.5,1100
31455,2016,10,1,14,196,196,24,67,149,24.9,1009.4,10.4,0,"SSW",1.8,1400
27659,2016,4,26,10,121,121,41,49,66,16.9,1014,2.8,0,"E",2.8,1600
21551,2015,8,15,22,11,28,2,17,96,26,996.6,14.8,0,"NW",1.8,400
27111,2016,4,3,14,17,19,2,18,87,18.8,1015.3,-14.8,0,"WSW",1.3,200
395,2013,3,17,10,248,258,112,105,102,9.7,1000.4,0,0,"SSW",1.8,2299
28758,2016,6,11,5,3,16,2,20,45,20.9,1003.1,9.2,0,"WSW",0.8,300
6997,2013,12,17,12,57,68,34,29,41,1.8,1023.1,-16.2,0,"ESE",1.6,500
14146,2014,10,11,9,123,123,2,79,3,16.6,1015.1,15.5,0,"S",1.1,2400
14299,2014,10,17,18,110,188,12,164,39,13.2,1009.2,8.9,0,"WNW",0.4,1200
25945,2016,2,15,0,14,30,2,23,58,-5.1,1022.7,-20.4,0,"WNW",4.5,700
19016,2015,5,2,7,39,39,2,47,14,14.7,1007.1,12,0,"ENE",1.2,600
32315,2016,11,6,10,55,55,11,43,26,7.2,1019.5,-4,0,"SSE",2.8,1200
33330,2016,12,18,17,189,193,27,119,6,2.1,1018.8,-7.5,0,"SW",0,2900
1879,2013,5,18,6,126,150,25,74,30,18.7,1005.2,13.8,0,"S",1.9,1399
21835,2015,8,27,18,9,19,2,28,131,28.9,1003.1,15.8,0,"WNW",1.7,500
31817,2016,10,16,16,75,75,2,29,61,19.3,1008,11.8,0,"SSW",2.3,600
8828,2014,3,3,19,236,269,124,92,3,2.5,1012.7,-4.7,0,"NNW",1,4200
5122,2013,9,30,9,204,210,17.7072,95.6698,1,19.3,1014.6,17.1,0,"S",0.6,1900
11370,2014,6,17,17,144,144,2,37,184,20.5,997.8,18.6,6.1,"E",1,1300
29465,2016,7,10,16,43,46,3,11,215,35.6,991.3,20.7,0,"S",2.6,600
27595,2016,4,23,18,30,126,2,23,96,19.7,1003.2,-8.6,0,"SSE",3.9,300
30151,2016,8,8,6,63,63,2,49,11,24.8,1006.3,22.7,0,"NE",1.2,1200
27562,2016,4,22,9,55,147,2,11,106,19.4,1006.1,-13.1,0,"NW",3.8,200
4689,2013,9,12,8,148,187,18,72,9,22,1010,17.1,0,"SSW",1,1900
32981,2016,12,4,4,210,210,2,63,2,-2.7,1007.3,-3.8,0,"NNW",0.7,2100
15875,2014,12,22,10,114,209,50,116,2,3,1018,-13.3,0,"ESE",1.1,4700
28440,2016,5,28,23,70,127,9,37,133,23.3,997.1,13.2,0,"SW",1.3,700
21911,2015,8,30,22,37,37,2,25,34,20.2,1006.9,19.4,0,"NE",0.1,1000
28619,2016,6,5,10,76,85,14,42,97,25,1002.1,14.5,0,"SE",1.9,800
17637,2015,3,5,20,108,136,68,67,35,5.6,1018.7,-16.9,0,"SW",2.8,1200
7672,2014,1,14,15,127,163,93,104,10,1.7,1026.8,-12.2,0,"WSW",2.5,3200
11801,2014,7,5,16,165,165,4,15,220,31.1,1001.6,20.4,0,"S",2.8,1200
5885,2013,11,1,4,321,394,11,160,4.7124,4.3,1023.2,3.9,0,"N",0.4,3700
18380,2015,4,5,19,14,22,2,14,63,11.7,1018.6,-9.9,0,"NW",3.1,300
7649,2014,1,13,16,85,101,73,73,25,1.6,1019.7,-18.4,0,"E",1.8,1300
15252,2014,11,26,11,178,212,60,90,3,5.2,1015,0.2,0,"SE",0.8,2500
19948,2015,6,10,3,55,55,2,23,84,18.6,996.9,16.7,0.5,"NE",2.5,1000
6445,2013,11,24,12,46,91,29,30,33,9.9,1006.5,-9.8,0,"WNW",2,600
21719,2015,8,22,22,43,93,12,23,127,25.5,999.6,17.7,0,"E",0.8,1500
29565,2016,7,14,20,45,69,2,19,134,22.6,1003.2,20.9,4.6,"E",1.9,1000
19200,2015,5,9,23,51,51,7,52,39,12.1,1013.7,3.6,0,"ESE",1.1,900
29510,2016,7,12,13,10,10,2,26,45,25,997.6,22.1,0.3,"N",1.6,400
34258,2017,1,26,9,245,245,24,77,7,-3.575,1011,-9.6,0,"N",1.2,3600
8787,2014,3,2,2,34,43,23,23,32,-0.3,1013.5,-11.4,0,"W",0.8,1800
12452,2014,8,1,19,135,135,3,16,185,29.5,1001.6,23,0,"SSW",1.6,900
34793,2017,2,17,16,34,58,8,23,77,6,1023.9,-22.3,0,"SW",2.8,600
10533,2014,5,13,20,33,117,2,55,79,24.7,996.4,-5.6,0,"N",2.7,400
4404,2013,8,31,11,6,6,11,23,46,29.1,1006.9,10.7,0,"SE",0.7,500
29109,2016,6,25,20,17,48,6,46,70,32.5,1001.3,10.5,0,"SSE",1.3,300
25707,2016,2,5,2,9,18,7,20,66,0,1027,-17.3,0,"NNW",2.1,400
2303,2013,6,4,22,126,126,9,58,47,19.2,1004.6,17.3,1.6,"NE",0.5,1899
27996,2016,5,10,11,24,27,2,27,80,24.7,1001.4,7.8,0,"SW",1.5,300
29864,2016,7,27,7,32,54,2,53,6,23.5,997.2,20.2,0,"NE",0.4,200
24392,2015,12,12,7,46,46,20,68,8,-1.5,1022.7,-6.6,0,"ENE",1.2,1400
2844,2013,6,27,11,3,128,3,11,48,29.7,989.8,15.4,0,"ENE",0.7,500
27098,2016,4,3,1,5,33,8,23,64,13.3,1020.2,-15.6,0,"NNE",2.7,200
24698,2015,12,25,1,49,49,6,28,28,-2.7,1015.4,-11.2,0,"NNE",1.4,800
12707,2014,8,12,10,16,16,6,48,50,31.1,1001,12.9,0,"ESE",1.6,400
11605,2014,6,27,12,10,10,5,13,86,33.3,1000.7,10.6,0,"ESE",1.6,200
8061,2014,1,30,20,132,215,70,71,25,2.7,1013.4,-7,0,"SSE",2.1,1900
24022,2015,11,26,21,116,136,18,55,21,-5.7,1025.6,-13.3,0,"W",1.4,1500
26204,2016,2,25,19,48,63,14,64,25,4.1,1027,-15.8,0,"N",1.6,800
13331,2014,9,7,10,209,225,2,93,2,24.8,1002.8,21.3,0,"WNW",1,1600
1804,2013,5,15,3,17,51,3,2,75,17.8,1006.4,0.4,0,"ESE",1.2,100
13410,2014,9,10,17,49,92,16,21,223,26.1,1003.9,13.9,0,"SE",1.7,1100
34216,2017,1,24,15,89,122,24,72,20,1.9,1032,-14.9,0,"SE",2.2,200
34828,2017,2,19,3,174,187,25,79,2,0.9,1004.9,-6,0,"NE",1.2,2000
28534,2016,6,1,21,31,89,6,27,145,26.1,1007.4,7.6,0,"SW",1.6,700
34844,2017,2,19,19,8,88,2,17,85,6.7,1009.9,-19,0,"NNE",4.7,300
12783,2014,8,15,14,17,17,5,14,165,32.6,1001.1,12.8,0,"S",1.2,400
23341,2015,10,29,12,6,27,2,9,61,11,1023,-11.8,0,"NNW",4.1,200
15615,2014,12,11,14,8,8,11,14,58,5,1029,-18.1,0,"W",1.6,500
27702,2016,4,28,5,48,48,2,30,38,10.4,1005.4,7.6,0,"NNW",0.9,600
6152,2013,11,12,7,74,102,13,68,6.8544,2.7,1018.6,-3.4,0,"SW",0.2,3400
23999,2015,11,25,22,10,15,7,15,50,-8.3,1031,-20.1,0,"NNW",5.2,600
10083,2014,4,25,2,116,121,23,120,37,15.4,1011.5,9.7,0,"E",0.8,1300
24351,2015,12,10,14,13,13,4,13,53,10,1017.5,-13.3,0,"NE",2.7,1100
12250,2014,7,24,9,48,58,2,83,7,26.8,998.6,22.6,0,"NE",0.7,1200
16971,2015,2,6,2,44,55,22,72,2,-2,1016,-11.3,0,"N",0.2,2300
18473,2015,4,9,16,179,179,14,54,129,18.2,1007.7,1.2,0,"SSE",2.6,1100
16690,2015,1,25,9,116,116,2,63,10,0,1024,-2.5,0,"N",0,2400
17180,2015,2,14,19,241,271,62,179,2,3,1005,-8.4,0,"NE",0.7,3700
32426,2016,11,11,1,37,51,6,51,3,2.9,1005.2,-7.3,0,"N",1.9,1600
10201,2014,4,30,0,111,173,28,97,42,15.5,1007.3,10,0,"E",0.1,1300
11077,2014,6,5,12,53,67,9,15,187,32.1,995,14.7,0,"SSE",2.6,900
13454,2014,9,12,13,54,59,9,76,25,24.5,1008.6,16,0,"SSW",0.6,800
24469,2015,12,15,12,9,9,2,14,54,2.8,1023.1,-14.9,0,"WNW",5.3,200
11319,2014,6,15,14,76,112,25,15,275,30.1,994,17.2,0,"S",1,900
33018,2016,12,5,17,5,35,2,15,60,4.2,1026.8,-21,0,"NW",4.1,400
20020,2015,6,13,3,12,13,7,9,69,23.5,993.1,11.2,0,"NE",0.8,400
28666,2016,6,7,9,30,55,2,35,48,20.3,1009.1,14.9,0,"ESE",1.3,700
1510,2013,5,2,21,69,123,40,45,92,17.7,1009,3.9,0,"E",3.7,700
17372,2015,2,22,19,19,68,2,30,44,0,1014,-14.8,0,"SW",0.5,400
24396,2015,12,12,11,40,40,21,56,11,3.2,1021.3,-7.6,0,"ENE",1.2,800
20465,2015,7,1,16,11,16,4,17,81,32,991.4,9.5,0,"NW",1.7,400
31100,2016,9,16,19,120,120,2,25,173,22,1002.7,17.8,5.2,"N",5,1300
9704,2014,4,9,7,175,230,23,120,2,16,1004.8,9.9,0,"ENE",1.1,1400
15745,2014,12,17,0,21,44,7,42,18,-6.7,1008,-19,0,"NW",1.3,600
31775,2016,10,14,22,286,286,2,38,29,14.4,1013.3,13.6,0,"NNW",1.7,1700
5682,2013,10,23,17,46,246,9,56.0469,22,7.6,1015.7,1.6,0,"SW",0.8,600
29283,2016,7,3,2,65,101,7,46,61,26.9,1001.7,17.9,0,"SW",1.7,900
7210,2013,12,26,9,7,20,10,32,47,-2.7,1032.3,-21.5,0,"N",4.8,500
3666,2013,7,31,17,104,150,6,18,246,31.1,991.3,25.2,0,"S",1.1,1900
26187,2016,2,25,2,9,24,2,6,64,1.3,1027.2,-19.9,0,"NW",2.1,400
21401,2015,8,9,16,65,106,2,25,267,33.8,1004.6,17.9,0,"SSW",1.3,800
34532,2017,2,6,19,16,33,7,39,36,2.3,1028,-17.3,0,"SSW",1.7,500
13742,2014,9,24,13,32,32,2,21,54,24.8,1005.6,14.6,0,"ESE",2.7,600
26218,2016,2,26,9,29,53,17,53,24,2.7,1024.3,-17.5,0,"E",1,1100
5737,2013,10,26,0,73,97,13,91,1,4,1019.8,3,0,"WNW",0.6,1000
21449,2015,8,11,16,44,52,5,20,253,34.5,1002.9,20.5,0,"W",2.1,900
4402,2013,8,31,9,14,5,19,43,15,26.7,1006.9,7.2,0,"NE",2.5,600
28229,2016,5,20,4,85,85,5,15,102,15.6,1005.9,9.3,0,"WNW",1.5,700
4411,2013,8,31,18,14,14,2,17,108,24.4,1007.1,14.8,0,"ESE",0.7,300
30677,2016,8,30,4,40,72,2,96,2,20,1005.2,16.2,0,"ENE",0.5,900
29136,2016,6,26,23,44,99,7,49,109,31,994.4,8.7,0,"SE",2.7,800
3528,2013,7,25,23,64,91,4,16,123,28.1,994.4,18.8,0,"E",1.9,1300
4573,2013,9,7,12,61,24,10,19,132,27.1,1012.7,11.2,0,"NE",1,1000
7995,2014,1,28,2,9,19,13,23,6,0.9,1022.3,-19.6,0,"NE",1.7,600
15506,2014,12,7,1,81,116,55,79,7,-1,1022,-12.9,0,"ESE",1.7,2000
18766,2015,4,21,21,32,67,2,19,80,19.2,1011.1,-3.7,0,"N",1.7,200
17583,2015,3,3,14,9,9,4,9,66,2.7,1020.1,-26,0,"NW",5,300
20696,2015,7,11,7,143,160,15,55,25,25,1005.3,20.7,0,"ENE",0.9,2000
2611,2013,6,17,18,26,42,4,28,185,28.4,992.3,15.7,0,"SSW",1.2,500
27371,2016,4,14,10,15,28,2,15,77,18.7,1013.1,-6.1,0,"ENE",4.1,300
34906,2017,2,22,9,108,108,4,56,15,-1.2,1019.2,-4.9,0,"WSW",1.8,1500
3051,2013,7,6,2,23,31,3,8,93,24.4,992,18.3,0,"N",0.9,400
11860,2014,7,8,3,243,243,7,41,52,25.3,996.5,22,0,"NNW",0.9,1500
23087,2015,10,18,22,28,36,9,40,35,13.3,1019.8,2.8,0,"SW",3.6,800
27053,2016,4,1,4,82,140,12,65,36,16.4,998.6,7.9,0,"SSE",1.1,800
21379,2015,8,8,18,45,70,2,18,229,31,1006.3,19.7,0,"SW",1.3,700
31241,2016,9,22,16,125,125,15,67,126,24.775,1008.75,14.2,0,"SE",1.2,1400
29164,2016,6,28,3,36,36,2,6,58,19.2,996.5,17.7,1.1,"N",0.8,200
28459,2016,5,29,18,18,62,3,26,191,29.3,998.5,3.3,0,"SW",3.1,300
9591,2014,4,4,14,36,51,11,33,94,26.3,1001.8,-12.3,0,"NW",4.4,500
27204,2016,4,7,11,16,91,2,11,86,21.9,1005,-6.8,0,"NW",3,300
29896,2016,7,28,15,62,62,2,12,209,31.7,993.1,23.3,0,"SSE",2.2,700
33728,2017,1,4,7,392,392,12,158,2,-4.8,1021.4,-5.8,0,"ESE",1.2,7500
20698,2015,7,11,9,143,155,24,53,45,27,1005.5,21.5,0,"N",1.2,1800
27706,2016,4,28,9,107,141,10,50,48,18.9,1012.7,9.9,0,"NNE",1.8,1000
686,2013,3,29,13,52,79,26,39,62,8.6,1011.7,-11.4,0,"E",1.7,1399
25354,2016,1,21,9,123,123,36,73,2,-5.7,1028.5,-10.1,0,"NE",1.2,3400
30660,2016,8,29,11,16,48,4,60,72,29.1,1009.3,11.6,0,"ENE",2.4,400
1749,2013,5,12,20,47,146,25,45,108,23.7,997.8,-0.6,0,"SSE",1.7,900
34845,2017,2,19,20,12,227,2,8,77,6.1,1013.5,-20.3,0,"N",4,300
19805,2015,6,4,4,67,90,9,94,5,20.4,1001.6,13.1,0,"WNW",0.6,700
170,2013,3,8,1,353,368,107,197,107,3.3,998.5,-1.7,0,"N",0.9,4099
15803,2014,12,19,10,9,26,13,26,43,4,1024,-13.8,0,"NNW",4.3,400
11879,2014,7,8,22,22,80,11,100,2,24.1,998.2,19.2,0,"NNE",0,600
5347,2013,10,9,18,207,251,12,140,8,15.6,1003.9,13.4,0,"NNE",0.9,1800
24895,2016,1,2,6,224,224,38,88,3,-5.2,1015.7,-7,0,"S",0.3,4100
7529,2014,1,8,16,16,24,16,21,50,-1.6,1023.2,-24.2,0,"WNW",2.1,400
20763,2015,7,14,2,66,106,2,14,133,25.1,998.5,19,0.3,"WNW",5.6,700
7158,2013,12,24,5,271,339,117,133,4,-4.8,1029.5,-11,0,"NE",1,7400
18965,2015,4,30,4,135,135,8,74,8,18.3,1008.1,13.8,0,"ESE",0.4,1700
12926,2014,8,21,13,113,143,12,20,197,33.2,996.5,19.3,0,"S",2.7,1000
3002,2013,7,4,1,47,78,3,93,2,24.9,990.6,21.6,0,"NE",0.9,1000
29587,2016,7,15,18,35,35,2,51,60,21.7,999,18.5,0.1,"NE",1.6,1000
34610,2017,2,10,1,5,14,2,8,85,-1.5,1022.3,-21,0,"NNW",4.6,200
34603,2017,2,9,18,3,25,2,11,93,0.3,1021.4,-22.7,0,"NNW",3.2,200
1774,2013,5,13,21,100,202,41,56,103,21.1,993.8,5,0,"E",0.8,1700
34416,2017,2,1,23,77,128,36,22,38,-7.6,1025.8,-17.8,0,"NW",0.9,1200
16982,2015,2,6,13,30,36,27,50,70,9,1015,-14.1,0,"WNW",2.2,800
6320,2013,11,19,7,15,26,17,52,3.4272,0.9,1019.2,-12.2,0,"N",1.2,1200
30958,2016,9,10,21,21,58,2,52,86,25.6,1006.5,15,0,"SE",1.2,400
14866,2014,11,10,9,24,24,4,31,21,5.8,1007,-3.3,0,"WSW",0.5,600
10761,2014,5,23,8,128,289,33,98,68,28.5,1003.4,15.4,0,"SSE",1.4,1000
15384,2014,12,1,23,4,5,6,36,29,-3.6,1030,-22.8,0,"NW",2.5,700
25336,2016,1,20,15,87,100,37,48,40,-2.5,1023.9,-17.4,0,"S",1.8,1600
9464,2014,3,30,7,25,72,12,85,2,15.1,1010.6,0.9,0,"ENE",1.2,500
33151,2016,12,11,6,166,263,2,88,2,-5.4,1023.2,-9.1,0,"ENE",1.1,2800
11955,2014,7,12,2,11,34,2,55,24,22.8,997,17,0,"E",0.7,500
27352,2016,4,13,15,179,179,12,67,128,25.3,996.5,1.4,0,"N",2.6,1100
26913,2016,3,26,8,4,23,3,39,51,10.7,1022.6,-9.6,0,"NW",2.8,400
18960,2015,4,29,23,114,132,11,46,131,21.9,1005,14.3,0,"SW",2.4,900
20287,2015,6,24,6,98,112,17,23,72,24.1,1000,17.8,0,"SW",1.3,1200
20301,2015,6,24,20,165,173,3,58,67,24.6,995.5,19.2,0,"ESE",1.3,1300
12851,2014,8,18,10,44,64,2,50,86,28.6,1006.5,19.5,0,"WSW",2,800
6234,2013,11,15,17,88,193,28,109,9.8532,10.2,1006.2,-6.2,0,"NE",0.6,1100
2189,2013,5,31,4,62,149,17,28,88,18.4,997.6,13.7,0,"SSW",1.1,500
17764,2015,3,11,3,53,53,2,7,48,-5.1,1014.9,-16.3,0,"NW",1.1,800
24869,2016,1,1,4,89,89,20,81,2,-4.9,1017.3,-9.9,0,"NW",1.1,3200
14001,2014,10,5,8,43,43,2,51,6,16.3,1018.7,5.6,0,"NE",3.2,1200
17785,2015,3,12,0,81,113,25,85,16,4.5,1015.6,-15.4,0,"SW",2.7,1300
16832,2015,1,31,7,16,19,29,22,43,-6,1028,-22.9,0,"NW",1.6,600
32919,2016,12,1,14,14,16,4,19,61,10,1028.6,-13.3,0,"WNW",1.5,400
17504,2015,2,28,7,80,80,5,28,14,-2,1024,-4.3,0,"SW",1.2,1300
33584,2016,12,29,7,11,20,2,22,22,-7.1,1033.6,-17.3,0,"NE",1.8,300
8895,2014,3,6,14,10,13,8,9,91,6.1,1018.8,-22.3,0,"SSE",3.3,300
2237,2013,6,2,4,95,285,21,66,30,17.6,1003.3,11.6,0,"E",0.6,1100
30848,2016,9,6,7,19,38,2,63,2,21,1005.9,15.8,0,"ENE",0.9,600
26570,2016,3,12,1,57,98,32,57,35,3.7,1016,-16.1,0,"SSW",2.2,1000
26600,2016,3,13,7,7,19,7,32,58,3.3,1021.1,-16.4,0,"NW",2.9,300
27127,2016,4,4,6,39,91,6,59,19,5.2,1006.9,-1.3,0,"NW",0.1,700
27555,2016,4,22,2,62,164,2,41,72,17.3,1003.4,-12.4,0,"NNE",1.8,100
12193,2014,7,22,0,10,14,2,2,51,26.7,996,17.2,0,"SSE",1.4,300
26915,2016,3,26,10,11,69,5,18,68,13.4,1022.5,-9.8,0,"NNW",3.6,500
17767,2015,3,11,6,20,28,8,28,53,0.7,1017,-16.2,0,"ESE",1.1,800
9557,2014,4,3,4,51,5,7,25,54,11.3,1016.3,-13.7,0,"NNW",3.3,600
1236,2013,4,21,11,171,176,30,67,31,15,1014.8,1.8,0,"SW",2.6,1399
28821,2016,6,13,20,69,69,2,53,64,19.5,997.6,17.5,0,"NE",1.5,700
16597,2015,1,21,12,16,26,16,17,61,3,1022,-15.2,0,"NW",4.3,400
12366,2014,7,29,5,120,141,6,25,90,25.8,998.1,22.9,0,"WSW",1.2,900
4241,2013,8,24,16,11,34,4,10,142,34.2,1003.5,12.5,0,"SSE",1.1,500
2611,2013,6,17,18,39,61,9,37,170,28.6,995.7,15.5,0,"S",1.6,800
26279,2016,2,28,22,8,12,2,14,74,-1.4,1031.6,-20.4,0,"NNE",3.5,200
32217,2016,11,2,8,98,125,3,71,2,1.4,1023.4,-2,0,"WSW",0.3,1600
31286,2016,9,24,13,125,170,8,70,130,26.6,1004.9,17.7,0,"S",1.2,1200
27577,2016,4,23,0,15,41,2,42,41,16.3,1008.5,-11.3,0,"NE",1.8,400
21139,2015,7,29,18,135,135,2,28,166,31.5,995.8,23.9,0,"WSW",2.1,1200
15841,2014,12,21,0,3,5,2,2,55,-3.9,1027,-22,0,"NW",2.7,200
33938,2017,1,13,1,20,32,10,40,67,2.425,1017,-16.9,0,"NW",2.6,400
13861,2014,9,29,12,30,30,2,20,57,24.1,1013.5,7.3,0,"NE",3.7,500
17837,2015,3,14,4,72,86,20,62,8,2,1015.6,-5.6,0,"E",2,1200
4868,2013,9,19,19,123,94,6,46,75,21.7,1007,20,0,"SW",0.8,1200
2927,2013,6,30,22,224,133,3,28,138,25.5,999.8,23,0,"ENE",0.6,1100
16776,2015,1,28,23,128,163,82,100,2,-1,1027,-17.7,0,"SSE",1.7,3100
